"iata","state","airport","city","country","latitude","longitude","timezone","dst","Volume"
"PHO","AK","Point Hope","Point Hope","USA",68.34877417,-166.7993086,-9,1,NA
"PHP","SD","Philip","Philip","USA",44.04862722,-101.5990603,-7,1,NA
"PHT","TN","Henry County","Paris","USA",36.33822472,-88.38287861,-6,1,NA
"PHX","AZ","Phoenix Sky Harbor International","Phoenix","USA",33.43416667,-112.0080556,-7,0,3361073
"PIA","IL","Greater Peoria Regional","Peoria","USA",40.66424333,-89.69330556,-6,1,41134
"PIB","MS","Hattiesburg-Laurel Regional","Hattiesburg-Laurel","USA",31.46714944,-89.33705778,-6,1,NA
"PIE","FL","St. Petersburg-Clearwater International","St. Petersburg","USA",27.91076333,-82.68743944,-5,1,6474
"PIH","ID","Pocatello Regional","Pocatello","USA",42.91130556,-112.5958611,-7,1,9934
"PIL","TX","Port Isabel-Cameron County","Port Isabel","USA",26.16621,-97.34588611,-6,1,NA
"PIM","GA","Callaway Gardens-Harris County","Pine Mountain","USA",32.84069444,-84.88244444,-5,1,NA
"PIR","SD","Pierre Regional","Pierre","USA",44.38267694,-100.285965,-6,1,5
"PIR","SD","Pierre Regional","Pierre","USA",44.38267694,-100.285965,-7,1,5
"PIT","PA","Pittsburgh International","Pittsburgh","USA",40.49146583,-80.23287083,-5,1,2045263
"PIZ","AK","Point Lay Dew Station","Point Lay","USA",69.732875,-163.0053417,-9,1,NA
"PJY","IL","Pinckneyville-Duquoin","Pinckneyville-Duquoin","USA",37.97788417,-89.36044889,-6,1,NA
"PKA","AK","Napaskiak","Napaskiak","USA",60.70369056,-161.7767367,-9,1,NA
"PKB","WV","Wood Cty/Gill Robb Wilson ","Parkersburg","USA",39.34510333,-81.43920194,-5,1,NA
"PKD","MN","Park Rapids Municipal","Park Rapids","USA",46.90062583,-95.07313278,-6,1,NA
"PKF","WI","Park Falls Municipal","Park Falls","USA",45.95502361,-90.42441806,-6,1,NA
"PLB","NY","Clinton Cty","Plattsburgh","USA",44.68751861,-73.52452306,-5,1,NA
"PLD","IN","Portland Municipal","Portland","USA",40.45076167,-84.99007917,-5,0,NA
"PLN","MI","Pellston Regional  of Emmet County","Pellston","USA",45.5709275,-84.796715,-5,1,550
"PLR","AL","St Clair County","Pell City","USA",33.55883333,-86.24905556,-6,1,NA
"PMB","ND","Pembina Municipal","Pembina","USA",48.9425,-97.24083333,-6,1,NA
"PMD","CA","Palmdale Production Flight","Palmdale","USA",34.62938889,-118.0845528,-8,1,2866
"PMH","OH","Greater Portsmouth Regional","Portsmouth","USA",38.84047,-82.84731361,-5,1,NA
"PMP","FL","Pompano Beach Airpark","Pompano Beach","USA",26.24713889,-80.11105556,-5,1,NA
"PMV","NE","Plattsmouth Municipal","Plattsmouth","USA",40.95025,-95.91788889,-6,1,NA
"PMX","MA","Metropolitan","Palmer","USA",42.22328722,-72.31138694,-5,1,NA
"PMZ","NC","Plymouth Municipal","Plymouth","USA",35.80843944,-76.75927694,-5,1,NA
"PNA","WY","Ralph Wenz ","Pinedale","USA",42.79549917,-109.8070944,-7,1,NA
"PNC","OK","Ponca City Municipal","Ponca City","USA",36.73058417,-97.09976833,-6,1,NA
"PNE","PA","Northeast Philadelphia","Philadelphia","USA",40.08194417,-75.01058667,-5,1,NA
"PNM","MN","Princeton Municipal","Princeton","USA",45.55986778,-93.60821611,-6,1,NA
"PNN","ME","Princeton Municipal","Princeton","USA",45.20066667,-67.56438889,-5,1,NA
"PNP","AK","Pilot Point","Pilot Point","USA",57.58038056,-157.5674444,NA,NA,NA
"PNS","FL","Pensacola Regional","Pensacola","USA",30.47330556,-87.18744444,-5,1,149720
"PNS","FL","Pensacola Regional","Pensacola","USA",30.47330556,-87.18744444,-6,1,149720
"POC","CA","Brackett ","La Verne","USA",34.09164833,-117.7817803,-8,1,NA
"POC","CA","Brackett ","La Verne","USA",34.09164833,-117.7817803,-7,1,NA
"POF","MO","Poplar Bluff Municipal","Poplar Bluff","USA",36.77394444,-90.32484722,-6,1,NA
"POH","IA","Pocahontas Municipal","Pocahontas","USA",42.74280556,-94.64730556,-6,1,NA
"POU","NY","Dutchess Cty","Poughkeepsie","USA",41.62661111,-73.88411111,-5,1,NA
"POY","WY","Powell Muni","Powell","USA",44.86797222,-108.793,-7,1,NA
"PPA","TX","Perry Lefors ","Pampa","USA",35.61298806,-100.9962608,-6,1,NA
"PPC","AK","Prospect Creek","Prospect Creek","USA",66.81288139,-150.6437925,NA,NA,NA
"PPF","KS","Tri City","Parsons","USA",37.33125778,-95.50900667,-6,1,NA
"PPG","AS","Pago Pago International","Pago Pago","USA",14.33102278,-170.7105258,11,NA,NA
"PPO","IN","La Porte Municipal","La Porte","USA",41.57276194,-86.73413139,-6,1,NA
"PPO","IN","La Porte Municipal","La Porte","USA",41.57276194,-86.73413139,-5,0,NA
"PPQ","IL","Pittsfield Penstone Municipal","Pittsfield","USA",39.63885556,-90.77843111,-6,1,NA
"PQI","ME","Northern Maine Regional","Presque Isle","USA",46.68896,-68.04479972,-5,1,NA
"PQL","MS","Trent Lott International","Pascagoula","USA",30.46278111,-88.52922778,-6,1,NA
"PQN","MN","Pipestone Municipal","Pipestone","USA",43.98330333,-96.30031083,-6,1,NA
"PR03","PR","Fajardo Harbor Seaplane Base","Fajardo","USA",18.339675,-65.62460583,-4,0,NA
"PRB","CA","Paso Robles Municipal","Paso Robles","USA",35.67288611,-120.6270558,-8,1,NA
"PRC","AZ","Ernest A. Love ","Prescott","USA",34.65447222,-112.4195833,-7,0,NA
"PRG","IL","Edgar County","Paris","USA",39.70015944,-87.66961861,-6,1,NA
"PRN","AL","Greenville Municipal","Greenville","USA",31.84540222,-86.61044583,-6,1,NA
"PRO","IA","Perry Municipal","Perry","USA",41.82801306,-94.15990361,-6,1,NA
"PRX","TX","Cox ","Paris","USA",33.63660667,-95.45073194,-6,1,NA
"PSB","PA","Mid-State","Philipsburg","USA",40.88439139,-78.08734167,-5,1,NA
"PSC","WA","Tri-Cities","Pasco","USA",46.26468028,-119.1190292,-8,1,36772
"PSE","PR","Mercedita","Ponce","USA",18.00830278,-66.56301194,-4,0,2432
"PSF","MA","Pittsfield Municipal","Pittsfield","USA",42.42684667,-73.29292806,-5,1,NA
"PSG","AK","James C. Johnson Petersburg","Petersburg","USA",56.80165194,-132.9452781,-9,1,14550
"PSK","VA","New River Valley","Dublin","USA",37.13734528,-80.67848167,-5,1,NA
"PSM","NH","Pease International Tradeport","Portsmouth","USA",43.07795889,-70.82327333,-5,1,NA
"PSN","TX","Palestine Municipal","Palestine","USA",31.77969444,-95.70630556,-6,1,NA
"PSP","CA","Palm Springs International","Palm Springs","USA",33.82921556,-116.5062531,-8,1,139714
"PSX","TX","Palacios Municipal","Palacios","USA",28.72751778,-96.2509675,-6,1,NA
"PTB","VA","Dinwiddie County","Petersburg","USA",37.18375833,-77.50738889,-5,1,NA
"PTD","NY","Potsdam Muni-Damon ","Potsdam","USA",44.67666917,-74.94844639,-5,1,NA
"PTH","AK","Port Heiden","Port Heiden","USA",56.95943333,-158.6318208,-9,1,NA
"PTK","MI","Oakland-Pontiac","Pontiac","USA",42.66520389,-83.41870917,-5,1,NA
"PTN","LA","Harry P. Williams Memorial","Patterson","USA",29.71081917,-91.33971778,-6,1,NA
"PTS","KS","Atkinson Municipal","Pittsburg","USA",37.44855556,-94.73133333,-6,1,NA
"PTT","KS","Pratt Industrial","Pratt","USA",37.7000175,-98.7462025,-6,1,NA
"PTU","AK","Platinum","Platinum","USA",59.01135611,-161.8196661,-9,1,NA
"PTV","CA","Porterville Municipal","Porterville","USA",36.02960778,-119.0627311,-8,1,NA
"PTW","PA","Pottstown Limerick","Pottstown","USA",40.23957167,-75.55662528,-5,1,NA
"PUB","CO","Pueblo Memorial","Pueblo","USA",38.28908722,-104.4965722,-7,1,6841
"PUC","UT","Carbon County","Price","USA",39.61391556,-110.7514183,-7,1,NA
"PUW","WA","Pullman/Moscow Regional","Pullman/Moscow ID","USA",46.74386111,-117.1095833,-8,1,NA
"PVB","WI","Platteville Municipal","Platteville","USA",42.68935583,-90.44439278,-6,1,NA
"PVC","MA","Provincetown Municipal","Provincetown","USA",42.07199833,-70.22137667,-5,1,NA
"PVD","RI","Theodore F Green State","Providence","USA",41.72399917,-71.42822111,-5,1,427720
"PVF","CA","Placerville","Placerville","USA",38.72421806,-120.753325,-8,1,NA
"PVG","VA","Hampton Roads Executive","Portsmouth","USA",36.78014889,-76.44883472,-5,1,NA
"PVJ","OK","Pauls Valley Municipal","Pauls Valley","USA",34.71105361,-97.22321694,-6,1,NA
"PVU","UT","Provo Muni","Provo","USA",40.21919444,-111.7233611,-7,1,2
"PVW","TX","Hale County","Plainview","USA",34.16814722,-101.7173361,-6,1,NA
"PWA","OK","Wiley Post","Oklahoma City","USA",35.53455,-97.64721556,-6,1,NA
"PWC","MN","Pine River Regional","Pine River","USA",46.7247875,-94.3817,-6,1,NA
"PWD","MT","Sher-Wood","Plentywood","USA",48.79030583,-104.533845,-7,1,NA
"PWG","TX","McGregor Exectuive ","Waco","USA",31.48491667,-97.31652778,-6,1,NA
"PWK","IL","Palwaukee","Chicago/Wheeling/Prospect Heights","USA",42.11418083,-87.90148083,-6,1,NA
"PWM","ME","Portland International Jetport","Portland","USA",43.64616667,-70.30875,-5,1,157032
"PWT","WA","Bremerton National","Bremerton","USA",47.49275361,-122.7624286,-8,1,NA
"PXE","GA","Perry-Houston Couty","Perry","USA",32.51058333,-83.76733333,-5,1,NA
"PYG","SC","Pageland","Pageland","USA",34.74213889,-80.34519444,-5,1,NA
"PYM","MA","Plymouth Municipal","Plymouth","USA",41.90902444,-70.72878778,-5,1,NA
"PYX","TX","Perryton Ochiltree County","Perryton","USA",36.41200333,-100.7517883,-6,1,NA
"PZQ","MI","Presque Isle County","Rogers City","USA",45.40709667,-83.81288556,-5,1,NA
"Q00","TX","Littlefield Municipal","Littlefield","USA",33.92395306,-102.3866831,-6,1,NA
"Q06","TX","City of Tulia/Swisher County Municipal","Tulia","USA",34.56682472,-101.7814611,-6,1,NA
"Q14","NM","San Juan Pueblo","Espanola","USA",36.02502306,-106.0464114,-7,1,NA
"Q16","NM","Reserve","Reserve","USA",33.70005472,-108.8506214,-7,1,NA
"Q17","CA","Boonville","Boonville","USA",39.0126775,-123.3827864,-8,1,NA
"Q21","CA","Brownsville","Brownsville","USA",39.45544417,-121.2913511,-8,1,NA
"Q24","TX","Levelland Municipal","Levelland","USA",33.54980833,-102.3727333,-6,1,NA
"Q25","CA","Dinsmore","Dinsmore","USA",40.49291944,-123.5997589,-8,1,NA
"Q26","TX","Terry County","Brownfield","USA",33.173675,-102.1926208,-6,1,NA
"Q31","CA","Sequoia ","Visalia","USA",36.44856139,-119.3190056,-8,1,NA
"Q34","NM","Portales Municipal","Portales","USA",34.14547222,-103.4103333,-7,1,NA
"Q35","AZ","Springerville Babbitt ","Springerville","USA",34.1286575,-109.3114756,-7,0,NA
"Q37","NM","Carrizozo Municipal","Carrizozo","USA",33.64886139,-105.895685,-7,1,NA
"Q41","TX","Floydada Municipal","Floydada","USA",34.00230056,-101.330435,-6,1,NA
"Q42","NM","Springer Municipal","Springer","USA",36.32697806,-104.6197117,-7,1,NA
"Q44","OK","Beaver Municipal","Beaver","USA",36.79891472,-100.5298708,-6,1,NA
"Q49","CA","Firebaugh","Firebaugh","USA",36.85998861,-120.4644675,-8,1,NA
"Q53","CA","Franklin ","Franklin","USA",38.30491306,-121.4296736,-8,1,NA
"Q55","TX","Dimmitt Municipal","Dimmitt","USA",34.56673556,-102.3226947,-6,1,NA
"Q58","NM","Santa Rosa Municipal","Santa Rosa","USA",34.93442472,-104.643065,-7,1,NA
"Q61","CA","Georgetown","Georgetown","USA",38.92111389,-120.8647944,-8,1,NA
"Q68","CA","Pine Mountain Lake","Groveland","USA",37.86166667,-120.1778889,-8,1,NA
"Q72","CA","Hayfork","Hayfork","USA",40.54708833,-123.1816953,-8,1,NA
"Q84","CA","Mendota","Mendota","USA",36.75800528,-120.3712794,-8,1,NA
"Q88","CA","Paradise Skypark","Paradise","USA",39.70960639,-121.6163617,-8,1,NA
"Q94","CA","Rio Linda","Rio Linda","USA",38.67601389,-121.4455092,-8,1,NA
"Q95","CA","Ruth","Ruth","USA",40.21125917,-123.2975231,-8,1,NA
"Q99","CA","South County  of Santa Clara Co","San Martin","USA",37.08158611,-121.5968056,-8,1,NA
"RAC","WI","John H Batten ","Racine","USA",42.76119139,-87.81389806,-6,1,NA
"RAL","CA","Riverside Municipal","Riverside","USA",33.95187528,-117.4451017,-8,1,NA
"RAP","SD","Rapid City Regional","Rapid City","USA",44.04532139,-103.0573708,-7,1,50933
"RBD","TX","Redbird","Dallas","USA",32.68086111,-96.86819444,-6,1,NA
"RBE","NE","Bassett Municipal","Bassett","USA",42.56966667,-99.56836111,-6,1,NA
"RBG","OR","Roseburg Regional","Roseburg","USA",43.23878306,-123.3558617,-8,1,NA
"RBL","CA","Red Bluff Municipal","Red Bluff","USA",40.15065667,-122.2522903,-8,1,NA
"RBW","SC","Walterboro Municipal","Walterboro","USA",32.92052778,-80.64125,-5,1,NA
"RBY","AK","Ruby","Ruby","USA",64.72721556,-155.4698886,-9,1,NA
"RCA",NA,"Ellsworth AFB",NA,"USA",44.145094,-103.103567,NA,NA,NA
"RCR","IN","Fulton County","Rochester","USA",41.06554833,-86.18170444,-5,0,NA
"RCX","WI","Rusk County","Ladysmith","USA",45.49825694,-91.00186361,-6,1,NA
"RDD","CA","Redding Municipal","Redding","USA",40.50898361,-122.2934019,-8,1,11030
"RDG","PA","Reading Muni Gen Carl A Spaatz","Reading","USA",40.3785,-75.96525,-5,1,NA
"RDK","IA","Red Oak Municipal","Red Oak","USA",41.01052778,-95.25986111,-6,1,NA
"RDM","OR","Roberts ","Redmond","USA",44.25406722,-121.1499633,-8,1,18159
"RDR",NA,"Grand Forks AFB",NA,"USA",47.961167,-97.401167,NA,NA,46
"RDU","NC","Raleigh-Durham International","Raleigh","USA",35.87763889,-78.78747222,-5,1,996864
"RDV","AK","Red Devil","Red Devil","USA",61.78764333,-157.3479344,-9,1,NA
"RED","MT","Red Lodge","Red Lodge","USA",45.18744472,-109.2673778,-7,1,NA
"RFD","IL","Greater Rockford","Rockford","USA",42.19536389,-89.09721111,-6,1,1495
"RFG","TX","Refugio-Rooke ","Refugio","USA",28.29361694,-97.32304833,-6,1,NA
"RGK","MN","Red Wing Municipal","Red Wing","USA",44.58935611,-92.48496889,-6,1,NA
"RHI","WI","Rhinelander-Oneida County","Rhinelander","USA",45.63119306,-89.46745361,-6,1,255
"RHV","CA","Reid-Hillview of Santa Clara Co","San Jose","USA",37.33287306,-121.8197947,-8,1,NA
"RIC","VA","Richmond International","Richmond","USA",37.50516667,-77.31966667,-5,1,345272
"RID","IN","Richmond Municipal","Richmond","USA",39.75721528,-84.84282,-5,0,NA
"RIF","UT","Richfield Muni","Richfield","USA",38.73643611,-112.0989444,-7,1,NA
"RIL","CO","Garfield County Regional","Rifle","USA",39.526315,-107.7269403,-7,1,NA
"RIU","CA","Rancho Murieta","Rancho Murieta","USA",38.4887975,-121.1024447,-8,1,NA
"RIV","CA","March ","Riverside","USA",33.88057333,-117.2594836,-8,1,NA
"RIW","WY","Riverton Regional","Riverton","USA",43.064235,-108.4598411,-7,1,NA
"RKD","ME","Knox County Regional","Rockland","USA",44.06008333,-69.09925,-5,1,NA
"RKP","TX","Aransas County","Rockport","USA",28.08677778,-97.04461111,-6,1,NA
"RKR","OK","Robert S Kerr","Poteau","USA",35.02162639,-94.6212525,-6,1,NA
"RKS","WY","Rock Springs-Sweetwater County","Rock Springs","USA",41.5942175,-109.0651928,-7,1,63
"RKW","TN","Rockwood Municipal","Rockwood","USA",35.922295,-84.68966278,-6,1,NA
"RKW","TN","Rockwood Municipal","Rockwood","USA",35.922295,-84.68966278,-5,1,NA
"RLD","WA","Richland","Richland","USA",46.305635,-119.3041853,-8,1,NA
"RME","NY","Griffis Airpark","Rome","USA",43.23379861,-75.40703333,-5,1,NA
"RMG","GA","Richard B Russell","Rome","USA",34.35060111,-85.15801389,-5,1,NA
"RMP","AK","Rampart","Rampart","USA",65.50786222,-150.1428047,-9,1,NA
"RMY","MI","Brooks ","Marshall","USA",42.25118111,-84.9554525,-5,1,NA
"RNC","TN","Warren County Memorial","McMinnville","USA",35.69870944,-85.84381722,-6,1,NA
"RNH","WI","New Richmond Municipal","New Richmond","USA",45.14831139,-92.53806139,-6,1,NA
"RNM","CA","Ramona","Ramona","USA",33.038905,-116.9136392,-8,1,NA
"RNM","CA","Ramona","Ramona","USA",33.038905,-116.9136392,-7,1,NA
"RNO","NV","Reno/Tahoe International","Reno","USA",39.49857611,-119.7680647,-8,1,494620
"RNT","WA","Renton Municipal","Renton","USA",47.49313889,-122.21575,-8,1,NA
"RNV","MS","Cleveland Municipal","Cleveland","USA",33.76114056,-90.75787528,-6,1,NA
"ROA","VA","Roanoke Regional/ Woodrum ","Roanoke","USA",37.32546833,-79.97542833,-5,1,66781
"ROC","NY","Greater Rochester Intl","Rochester","USA",43.11886611,-77.67238389,-5,1,359116
"ROG","AR","Rogers Municipal-Carter ","Rogers","USA",36.37229667,-94.10686972,-6,1,NA
"ROP",NA,"Prachinburi",NA,"Thailand",14.078333,101.378334,-10,NA,1958
"ROR",NA,"Babelthoup/Koror",NA,"Palau",7.367222,134.544167,-9,NA,2228
"ROS","MN","Rush City Regional","Rush City","USA",45.69801389,-92.95298972,-6,1,NA
"ROW","NM","Roswell Industrial Air Center","Roswell","USA",33.30155556,-104.5305556,-7,1,498
"ROX","MN","Roseau Municipal","Roseau","USA",48.85603806,-95.69703861,-6,1,NA
"RPB","KS","Belleville Municipal","Belleville","USA",39.81790861,-97.659625,-6,1,NA
"RPD","WI","Rice Lake Regional-Carls ","Rice Lake","USA",45.41809056,-91.77365194,-6,1,NA
"RPX","MT","Roundup","Roundup","USA",46.47357528,-108.5576333,-7,1,NA
"RQB","MI","Roben-Hood","Big Rapids","USA",43.72263278,-85.50407333,-5,1,NA
"RQE","AZ","Window Rock","Window Rock","USA",35.65205556,-109.0673889,-7,0,NA
"RRL","WI","Merrill Municipal","Merrill","USA",45.19927083,-89.71143389,-6,1,NA
"RRT","MN","Warroad Intl Swede Carlson ","Warroad","USA",48.94138889,-95.34838889,-6,1,NA
"RSH","AK","Russian Mission","Russian Mission","USA",61.77967583,-161.3194772,-9,1,NA
"RSL","KS","Russell Municipal","Russell","USA",38.87212222,-98.81177611,-6,1,NA
"RSN","LA","Ruston Regional","Ruston","USA",32.51444444,-92.58833333,-6,1,NA
"RST","MN","Rochester International","Rochester","USA",43.90882639,-92.49798722,-6,1,58305
"RSV","IL","Robinson Municipal","Robinson","USA",39.01604222,-87.649775,-6,1,NA
"RSW","FL","Southwest Florida International","Ft. Myers","USA",26.53616667,-81.75516667,-5,1,382902
"RTN","NM","Raton Municipal/Crews ","Raton","USA",36.74152778,-104.5021833,-7,1,NA
"RUE","AR","Russellville Municipal","Russellville","USA",35.25914667,-93.09326611,-6,1,NA
"RUG","ND","Rugby Municipal","Rugby","USA",48.39035917,-100.0242739,-6,1,NA
"RUQ","NC","Rowan County","Salisbury","USA",35.64588583,-80.52029306,-5,1,NA
"RUT","VT","Rutland State","Rutland","USA",43.52990694,-72.949615,-5,1,NA
"RVJ","GA","Reidsville","Reidsville","USA",32.05897222,-82.15172222,-5,1,NA
"RVL","PA","Mifflin Cty","Reedsville","USA",40.67737417,-77.62682833,-5,1,NA
"RVN","TN","Hawkins County","Rogersville","USA",36.45757917,-82.88503722,-5,1,NA
"RVS","OK","Richard Lloyd Jones Jr.","Tulsa","USA",36.0396275,-95.984635,-6,1,NA
"RWF","MN","Redwood Falls Muni","Redwood Falls","USA",44.54720389,-95.082255,-6,1,NA
"RWI","NC","Rocky Mount Wilson","Rocky Mount","USA",35.85498861,-77.89295611,-5,1,NA
"RWL","WY","Rawlins Muni","Rawlins","USA",41.8055975,-107.19994,-7,1,NA
"RWN","IN","Arens ","Winamac","USA",41.09226306,-86.61287111,-6,1,NA
"RWN","IN","Arens ","Winamac","USA",41.09226306,-86.61287111,-5,0,NA
"RXE","ID","Rexburg-Madison County","Rexburg","USA",43.83391139,-111.805105,-7,1,NA
"RYN","AZ","Ryan ","Tucson","USA",32.14308333,-111.1728611,-7,0,NA
"RYV","WI","Watertown Municipal","Watertown","USA",43.16963222,-88.72321222,-6,1,NA
"RYY","GA","Cobb County-McCollum ","Marietta","USA",34.01315611,-84.59854472,-5,1,NA
"RZL","IN","Jasper County","Rensselaer","USA",40.94789861,-87.18257944,-6,1,NA
"RZL","IN","Jasper County","Rensselaer","USA",40.94789861,-87.18257944,-5,0,NA
"RZN","WI","Burnett County","Siren","USA",45.8227275,-92.37250083,-6,1,NA
"RZT","OH","Ross County","Chillicothe","USA",39.44136778,-83.02251556,-5,1,NA
"RZZ","NC","Halifax County","Roanoke Rapids","USA",36.43945583,-77.70934139,-5,1,NA
"S01","MT","Conrad","Conrad","USA",48.16863889,-111.9764722,-7,1,NA
"S03","OR","Ashland Muni-Sumner Parker ","Ashland","USA",42.19028361,-122.6606283,-8,1,NA
"S05","OR","Bandon State","Bandon","USA",43.08733083,-124.4095578,-8,1,NA
"S07","OR","Bend Muni","Bend","USA",44.09483333,-121.2006389,-8,1,NA
"S10","WA","Chelan Muni","Chelan","USA",47.86597139,-119.9427053,-8,1,NA
"S12","OR","Albany Municipal","Albany","USA",44.63781639,-123.0594486,-8,1,NA
"S18","WA","Forks","Forks","USA",47.94146583,-124.3929867,-8,1,NA
"S21","OR","Sunriver","Sunriver","USA",43.87633333,-121.4530556,-8,1,NA
"S23","WA","Ione Municipal","Ione","USA",48.70727528,-117.4126036,-8,1,NA
"S24","OH","Sandusky Co","Fremont","USA",41.29570556,-83.03723056,-5,1,NA
"S25","ND","Watford City Municipal","Watford City","USA",47.79569972,-103.2536992,-6,1,NA
"S27","MT","Kalispell City","Kalispell","USA",48.17856944,-114.3037408,-7,1,NA
"S28","ND","International Peace Garden","Dunseith","USA",48.99778194,-100.0434589,-6,1,NA
"S30","OR","Lebanon State","Lebanon","USA",44.529845,-122.9295336,-8,1,NA
"S31","WA","Lopez Island","Lopez","USA",48.48259944,-122.9368444,-8,1,NA
"S32","ND","Cooperstown Municipal","Cooperstown","USA",47.42277361,-98.10587139,-6,1,NA
"S33","OR","City-County","Madras","USA",44.66623139,-121.1631,-8,1,NA
"S34","MT","Plains","Plains","USA",47.47243611,-114.900135,-7,1,NA
"S39","OR","Prineville","Prineville","USA",44.28699389,-120.9038328,-8,1,NA
"S40","WA","Prosser","Prosser","USA",46.212355,-119.7928122,-8,1,NA
"S43","WA","Harvey ","Snohomish","USA",47.90815306,-122.1054072,-8,1,NA
"S45","OR","Siletz Bay State","Siletz Bay (Gleneden Beach)","USA",44.87761139,-124.0284472,-8,1,NA
"S47","OR","Tillamook","Tillamook","USA",45.41824194,-123.8143839,-8,1,NA
"S50","WA","Auburn Municipal","Auburn","USA",47.32815583,-122.2265092,-8,1,NA
"S52","WA","Methow Valley State","Winthrop","USA",48.42070056,-120.1470264,-8,1,NA
"S59","MT","Libby","Libby","USA",48.28384528,-115.4902453,-7,1,NA
"S60","WA","Kenmore Air Harbor Inc","Kenmore","USA",47.75482,-122.2592931,-8,1,NA
"S64","MT","Stanford","Stanford","USA",47.14718944,-110.2299289,-7,1,NA
"S66","ID","Homedale Municipal","Homedale","USA",43.61488056,-116.9215372,-7,1,NA
"S67","ID","Nampa Muni","Nampa","USA",43.58133333,-116.5230556,-7,1,NA
"S68","ID","Orofino Municipal","Orofino","USA",46.49129139,-116.2768061,-8,1,NA
"S69","MT","Lincoln","Lincoln","USA",46.97494083,-112.6447606,-7,1,NA
"S70","WA","Othello Muni","Othello","USA",46.79486278,-119.0802875,-8,1,NA
"S71","MT","Edgar G Obie","Chinook","USA",48.59194444,-109.2488889,-7,1,NA
"S72","ID","St Maries Municipal","St Maries","USA",47.32768722,-116.5773906,-8,1,NA
"S73","ID","Kamiah Municipal","Kamiah","USA",46.21934028,-116.0134736,-8,1,NA
"S80","ID","Idaho County","Grangeville","USA",45.94255806,-116.1234158,-8,1,NA
"S83","ID","Shoshone County","Kellogg","USA",47.54769889,-116.1885008,-8,1,NA
"S85","MT","Big Sky ","Culbertson","USA",48.15333333,-104.5038889,-7,1,NA
"S87","ID","Weiser Municipal","Weiser","USA",44.20683056,-116.9623869,-7,1,NA
"S89","ID","Craigmont Municipal","Craigmont","USA",46.24710917,-116.4801447,-8,1,NA
"S93","WA","Cle Elum Municipal","Cle Elum","USA",47.18317583,-120.884525,-8,1,NA
"S94","WA","Whitman County Memorial","Colfax","USA",46.8584975,-117.4137964,-8,1,NA
"S97","WA","Anderson ","Brewster","USA",48.10486806,-119.7206128,-8,1,NA
"SAA","WY","Shively ","Saratoga","USA",41.44485944,-106.8235264,-7,1,NA
"SAC","CA","Sacramento Executive","Sacramento","USA",38.51252389,-121.4934689,-8,1,NA
"SAD","AZ","Safford Regional","Safford","USA",32.85331278,-109.6349708,-7,0,NA
"SAF","NM","Santa Fe Municipal","Santa Fe","USA",35.61677778,-106.0881389,-7,1,NA
"SAN","CA","San Diego International-Lindbergh ","San Diego","USA",32.73355611,-117.1896567,-8,1,1484681
"SAN","CA","San Diego International-Lindbergh ","San Diego","USA",32.73355611,-117.1896567,-7,1,1484681
"SAR","IL","Sparta Community-Hunter ","Sparta","USA",38.14893833,-89.69870972,-6,1,NA
"SAT","TX","San Antonio International","San Antonio","USA",29.53369444,-98.46977778,-6,1,779883
"SAV","GA","Savannah International","Savannah","USA",32.12758333,-81.20213889,-5,1,176495
"SAW","MI","Sawyer","Gwinn","USA",46.35361111,-87.39583222,-5,1,NA
"SAW","MI","Sawyer","Gwinn","USA",46.35361111,-87.39583222,-6,1,NA
"SAZ","MN","Staples Municipal","Staples","USA",46.38087944,-94.80660167,-6,1,NA
"SBA","CA","Santa Barbara Municipal","Santa Barbara","USA",34.42621194,-119.8403733,-8,1,111657
"SBD","CA","San Bernardino International","San Bernardino","USA",34.09535361,-117.2348742,-8,1,NA
"SBM","WI","Sheboygan County Memorial","Sheboygan","USA",43.76949444,-87.85158944,-6,1,NA
"SBN","IN","South Bend Regional","South Bend","USA",41.70895361,-86.31847417,-5,0,61800
"SBO","GA","Emanuel County","Swainsboro","USA",32.60825,-82.36869444,-5,1,NA
"SBP","CA","San Luis Obispo Co-McChesney ","San Luis Obispo","USA",35.23705806,-120.6423931,-8,1,37874
"SBS","CO","Steamboat Springs","Steamboat Springs","USA",40.51625944,-106.8663006,-7,1,NA
"SBU","MN","Blue Earth Municipal","Blue Earth","USA",43.59534389,-94.09284833,-6,1,NA
"SBX","MT","Shelby","Shelby","USA",48.54125278,-111.8720722,-7,1,NA
"SBY","MD","Salisbury-Ocean City: Wicomico Regional","Salisbury","USA",38.34052611,-75.51028806,-5,1,NA
"SCB","NE","Scribner State","Scribner","USA",41.61033333,-96.62986111,-6,1,NA
"SCC","AK","Deadhorse","Deadhorse","USA",70.19475583,-148.4651608,NA,NA,11068
"SCD","AL","Merkel Field Sylacauga Municipal ","Sylacauga","USA",33.17183583,-86.30553778,-6,1,NA
"SCE",NA,"University Park",NA,"USA",40.851206,-77.846302,NA,NA,6171
"SCH","NY","Schenectady Cty","Schenectady","USA",42.85245556,-73.9288675,-5,1,NA
"SCK","CA","Stockton Metro","Stockton","USA",37.89426694,-121.2386203,-8,1,3717
"SCM","AK","Scammon Bay","Scammon Bay","USA",61.84454111,-165.5737492,-9,1,NA
"SCX","TN","Scott Municipal","Oneida","USA",36.45569444,-84.58575,-6,1,NA
"SCX","TN","Scott Municipal","Oneida","USA",36.45569444,-84.58575,-5,1,NA
